type,event,year,abbreviation,nameEn,nameFr,address,representative,comments,source1,source2,officeType,currentStateName,previousStateName
NGO,,1963,,World Federation for Mental Health,Fédération mondiale pour la santé mentale,"10, rue Bellot",PR - Dr Anne Audeoud-Naville,,https://archives.ungeneva.org/passes-and-visas-for-non-governmental-organizations/download?token=66c6814d18c1c5bef9e3ebb4d74a30a11eac48848aa155267bde4387da7a5dde,,card UNOG,,
NGO,,1964,,World Federation for Mental Health,Fédération mondiale pour la santé mentale,"1, rue Gevray",PR - Pierre Visseur,,YB1964-65,https://archives.ungeneva.org/ngos-world-federation-for-mental-health-2/download?token=7da415428adfdc95bd525983b99127627c442e8d15eb43268911d7ea86430cc6,,,
NGO,,1965,,World Federation for Mental Health,Fédération mondiale pour la santé mentale,"10, rue Bellot",PR - Dr Anne Audeoud-Naville,,https://archives.ungeneva.org/passes-and-visas-for-non-governmental-organizations/download?token=66c6814d18c1c5bef9e3ebb4d74a30a11eac48848aa155267bde4387da7a5dde,,,,
NGO,,1966,,World Federation for Mental Health,Fédération mondiale pour la santé mentale,"1, rue Gevray",PR - Pierre Visseur,,https://archives.ungeneva.org/ngos-world-federation-for-mental-health-3/download?token=f03dc4149bc3260fcb6e5d06764ffa95dcee4c632d5612efdd9ce7db12502155,,,,
NGO,,1967,,World Federation for Mental Health,Fédération mondiale pour la santé mentale,"1, rue Gevray",PR - Pierre Visseur,,https://archives.ungeneva.org/ngos-world-federation-for-mental-health-3/download?token=f03dc4149bc3260fcb6e5d06764ffa95dcee4c632d5612efdd9ce7db12502155,,,,
NGO,,1967,,World Federation for Mental Health,Fédération mondiale pour la santé mentale,"10, rue Bellot",PR - Dr Anne Audeoud-Naville,,https://archives.ungeneva.org/passes-and-visas-for-non-governmental-organizations/download?token=66c6814d18c1c5bef9e3ebb4d74a30a11eac48848aa155267bde4387da7a5dde,,,,
NGO,,1973,,World Federation for Mental Health,Fédération mondiale pour la santé mentale,"10, rue Bellot",PR - Dr Anne Audeoud-Naville,,https://archives.ungeneva.org/ngos-world-federation-for-mental-health-3/download?token=f03dc4149bc3260fcb6e5d06764ffa95dcee4c632d5612efdd9ce7db12502155,,,,
NGO,,1959,,World Federation for the Protection of Animals,,"7, chemin du Jura (Chambésy)",PR - K. Kickpatrich,,https://archives.ungeneva.org/conferences-of-ngos-conference-des-ngo-dotes-du-statut-consultatif-qui-s-emploient-a-eliminer-les-prejuges-et-la-discrimination-2/download?token=b54290aa6318bac8faf2a7f20a9c55a2e4cd7d60fd0a861c56e8ecee24e27d84,,,,
NGO,,1960,,World Federation for the Protection of Animals,,Chemin des Crêts de Pregny,PR - K. Kickpatrich,,https://archives.ungeneva.org/correspondence-with-and-concerning-world-federation-for-the-protection-of-animals/download?token=7e83ffbb6c0b4047bc2434c741162bbd88d1b217db4fbcef2fa5bcd695629327,,,,
NGO,,1949,,World Federation of International Juridical Institutions,Fédération mondiale des institutions juridiques internationales,Palais des Nations (Mr. Jean Graven),,,YB1949,,,,
NGO,,1948,WFUNA,World Federation of United Nations Associations,,"1, avenue de la Paix (Villa Rigot)",,,https://archives.ungeneva.org/correspondance-avec-union-international-des-transports-routiers-international-road-transport-union-iru,,,,
NGO,,1949,WFUNA,World Federation of United Nations Associations,,"1, avenue de la Paix (Villa Rigot)",,,no,,,,
NGO,,1950,WFUNA,World Federation of United Nations Associations,,"1, avenue de la Paix (Villa Rigot)",,ECOSOC consultative,https://digitallibrary.un.org/record/1639611?ln=en&v=pdf,,,,
NGO,,1951,WFUNA,World Federation of United Nations Associations,,"1, avenue de la Paix (Villa Rigot)",,,https://archives.ungeneva.org/correspondance-avec-union-international-des-transports-routiers-international-road-transport-union-iru,,,,
NGO,,1952,WFUNA,World Federation of United Nations Associations,,"1, avenue de la Paix (Villa Rigot)",,,https://archives.ungeneva.org/correspondance-avec-union-international-des-transports-routiers-international-road-transport-union-iru,,,,
NGO,,1953,WFUNA,World Federation of United Nations Associations,,"1, avenue de la Paix (Villa Rigot)",,,https://archives.ungeneva.org/correspondance-avec-union-international-des-transports-routiers-international-road-transport-union-iru,,,,
NGO,,1954,WFUNA,World Federation of United Nations Associations,,"1, avenue de la Paix (Villa Rigot)",,,https://archives.ungeneva.org/lists-of-non-governmental-organizations/download?token=e58903d4fdb1e566ca5ebaac4a20b344b7f4c2b956d8f6102d69e88bad9e19f26,,,,
NGO,,1955,WFUNA,World Federation of United Nations Associations,,"1, avenue de la Paix (Villa Rigot)",,,https://archives.ungeneva.org/correspondence-with-and-concerning-world-federation-of-united-nations-associations-united-nations-and-national-associations-4,,,,
NGO,,1956,WFUNA,World Federation of United Nations Associations,,"1, avenue de la Paix (Villa Rigot)",,,no,,,,
NGO,,1957,WFUNA,World Federation of United Nations Associations,,"1, avenue de la Paix (Villa Rigot)",,,https://archives.ungeneva.org/correspondence-with-and-concerning-world-federation-of-united-nations-associations-united-nations-and-national-associations-3,,,,
NGO,,1958,WFUNA,World Federation of United Nations Associations,,"1, avenue de la Paix (Villa Rigot)",,,https://archives.ungeneva.org/correspondence-with-and-concerning-world-federation-of-united-nations-associations-united-nations-and-national-associations-2,,,,
NGO,,1959,WFUNA,World Federation of United Nations Associations,,"1, avenue de la Paix (Villa Rigot)",,,https://archives.ungeneva.org/conferences-of-ngos-conference-des-ngo-dotes-du-statut-consultatif-qui-s-emploient-a-eliminer-les-prejuges-et-la-discrimination-2/download?token=b54290aa6318bac8faf2a7f20a9c55a2e4cd7d60fd0a861c56e8ecee24e27d84,,,,
NGO,,1961,WFUNA,World Federation of United Nations Associations,,"1, avenue de la Paix (Villa Rigot)",,,https://archives.ungeneva.org/correspondence-with-and-concerning-world-federation-of-united-nations-associations-united-nations-and-national-associations-3,,,,
NGO,,1962,WFUNA,World Federation of United Nations Associations,,"1, avenue de la Paix (Villa Rigot)",,card UNOG,https://archives.ungeneva.org/passes-and-visas-for-non-governmental-organizations/download?token=66c6814d18c1c5bef9e3ebb4d74a30a11eac48848aa155267bde4387da7a5dde,,,,
NGO,,1963,WFUNA,World Federation of United Nations Associations,,"1, avenue de la Paix (Villa Rigot)",,,no,,,,
NGO,,1964,WFUNA,World Federation of United Nations Associations,,"1, avenue de la Paix (Villa Rigot)",,,https://archives.ungeneva.org/correspondence-with-and-concerning-world-federation-of-united-nations-associations-united-nations-and-national-associations-1,,,,
NGO,,1965,WFUNA,World Federation of United Nations Associations,,"65, rue de Lausanne",,,https://archives.ungeneva.org/correspondence-with-and-concerning-world-federation-of-united-nations-associations-united-nations-and-national-associations-3,,,,
NGO,,1966,WFUNA,World Federation of United Nations Associations,,"65, rue de Lausanne",,,no,,,,
NGO,,1967,WFUNA,World Federation of United Nations Associations,,"65, rue de Lausanne",,,no,,,,
NGO,,1968,WFUNA,World Federation of United Nations Associations,,"65, rue de Lausanne",,,https://archives.ungeneva.org/correspondence-with-and-concerning-world-federation-of-united-nations-associations,,,,
NGO,,1969,WFUNA,World Federation of United Nations Associations,,"3, rue de Varambé",,,https://archives.ungeneva.org/correspondence-with-and-concerning-world-federation-of-united-nations-associations-4/download?token=c2983fd4842951d866d9064a3c97c77158fa7a7888e821c7b7c145831930110e,,,,
NGO,,1970,WFUNA,World Federation of United Nations Associations,,"1, avenue de la Paix",,,YB1970-71,,,,
NGO,,1971,WFUNA,World Federation of United Nations Associations,,"3, rue de Varambé",,,https://archives.ungeneva.org/correspondence-with-and-concerning-world-federation-of-united-nations-associations-4/download?token=c2983fd4842951d866d9064a3c97c77158fa7a7888e821c7b7c145831930110e,,,,
NGO,,1954,,World Goodwill,Bonne volonté mondiale,"25, rue de Chantepoulet",,,https://archives.ungeneva.org/ngos-correspondence-with-world-goodwill/download?token=5317125152df5d2dd3ffba8b18b89a1babc01672e4cf1bb15ad1fb7ab7e840a7,,,,
NGO,,1957,,World Goodwill,Bonne volonté mondiale,"1, rue de Varambé",,,https://archives.ungeneva.org/ngos-correspondence-with-world-goodwill/download?token=5317125152df5d2dd3ffba8b18b89a1babc01672e4cf1bb15ad1fb7ab7e840a7,,,,
NGO,,1958,,World Goodwill,Bonne volonté mondiale,"1, rue de Varambé",,,YB1958-59,,,,
NGO,,1964,,World Goodwill,Bonne volonté mondiale,"1, rue de Varambé",European HQ,,YB1964-65,,,,
NGO,,1968,,World Goodwill,Bonne volonté mondiale,"1, rue de Varambé",,,https://archives.ungeneva.org/ngos-correspondence-with-world-goodwill/download?token=5317125152df5d2dd3ffba8b18b89a1babc01672e4cf1bb15ad1fb7ab7e840a7,,,,
NGO,,1970,,World Goodwill,Bonne volonté mondiale,"1, rue de Varambé",,,YB1970-71,,,,
NGO,,1950,,World Medical Association,,"1, rue Lamartine",Liaison officer,ECOSOC consultative,https://digitallibrary.un.org/record/1639611?ln=en&v=pdf,,,,
NGO,,1948,,World Movement for a World Federal Government,,"10, rue Diday",,,https://digitallibrary.un.org/record/820264?ln=en&v=pdf,,,,
NGO,,1949,,World Movement for a World Federal Government,Mouvement universl pour une confédération mondiale,"10, rue Diday",Secretariat général,,YB1949,,,,
NGO,,1954,,,Association médicale mondiale,,,,https://archives.ungeneva.org/lists-of-non-governmental-organizations/download?token=e58903d4fdb1e566ca5ebaac4a20b344b7f4c2b956d8f6102d69e88bad9e19f53,,,,
NGO,,1970,,World Methodist Council,,"150, route de Ferney",c/o WCCC,,YB1970-71,,,,
NGO,,1947,ORT,World Union of Societies for the Promotion of Handicarfts and of Industrial and Agricultural Waor Among the Jews,"Union mondiale des sociétés pour le développement du travail artisanal, industriel et agricole parmi les Juifs","6, rue Eynard",,,https://archives.ungeneva.org/correspondence-with-world-ort-union-of-societies-for-the-promotion-of-handicrafts-and-of-industrial-and-agricultural-work-among-the-jews-geneva/download?token=e3b83e837f8ae49e599bcf5b86b649376e9900d9d81fa2f78e8bc088b823228d,,,,
NGO,,1950,ORT,World Union of Societies for the Promotion of Handicarfts and of Industrial and Agricultural Waor Among the Jews,"Union mondiale des sociétés pour le développement du travail artisanal, industriel et agricole parmi les Juifs","6, rue Eynard",,,https://archives.ungeneva.org/correspondence-with-world-ort-union-of-societies-for-the-promotion-of-handicrafts-and-of-industrial-and-agricultural-work-among-the-jews-geneva/download?token=e3b83e837f8ae49e599bcf5b86b649376e9900d9d81fa2f78e8bc088b823228d,,,,
NGO,,1954,ORT,ORT World Union,Union mondiale ORT,"6, rue Eynard",,,https://archives.ungeneva.org/lists-of-non-governmental-organizations/download?token=e58903d4fdb1e566ca5ebaac4a20b344b7f4c2b956d8f6102d69e88bad9e19f34,,,,
NGO,,1955,ORT,ORT World Union,Union mondiale ORT,"6, rue Eynard",,,https://archives.ungeneva.org/correspondence-with-world-ort-union-of-societies-for-the-promotion-of-handicrafts-and-of-industrial-and-agricultural-work-among-the-jews-geneva/download?token=e3b83e837f8ae49e599bcf5b86b649376e9900d9d81fa2f78e8bc088b823228d,,,,
NGO,,1956,ORT,ORT World Union,Union mondiale ORT,"6, rue Eynard",,ECOSOC consultative,https://digitallibrary.un.org/record/3812432?ln=en&v=pdf,,,,
NGO,,1957,ORT,ORT World Union,Union mondiale ORT,Place des Nations,,,https://archives.ungeneva.org/correspondence-with-world-ort-union-of-societies-for-the-promotion-of-handicrafts-and-of-industrial-and-agricultural-work-among-the-jews-geneva/download?token=e3b83e837f8ae49e599bcf5b86b649376e9900d9d81fa2f78e8bc088b823228d,,,,
NGO,,1959,ORT,World Union of Societies for the Promotion of Handicarfts and of Industrial and Agricultural Waor Among the Jews,,Place des Nations,,,https://archives.ungeneva.org/conferences-of-ngos-conference-des-ngo-dotes-du-statut-consultatif-qui-s-emploient-a-eliminer-les-prejuges-et-la-discrimination-2/download?token=b54290aa6318bac8faf2a7f20a9c55a2e4cd7d60fd0a861c56e8ecee24e27d84,,,,
NGO,,1960,ORT,ORT World Union,Union mondiale ORT,Place des Nations,,,https://archives.ungeneva.org/correspondence-with-world-ort-union-of-societies-for-the-promotion-of-handicrafts-and-of-industrial-and-agricultural-work-among-the-jews-geneva/download?token=e3b83e837f8ae49e599bcf5b86b649376e9900d9d81fa2f78e8bc088b823228d,,,,
NGO,,1963,ORT,ORT World Union,Union mondiale ORT,Place des Nations,,,https://archives.ungeneva.org/correspondence-with-world-ort-union-of-societies-for-the-promotion-of-handicrafts-and-of-industrial-and-agricultural-work-among-the-jews-geneva/download?token=e3b83e837f8ae49e599bcf5b86b649376e9900d9d81fa2f78e8bc088b823228d,,,,
NGO,,1969,ORT,ORT World Union,Union mondiale ORT,"1, rue Varembé",,,https://archives.ungeneva.org/correspondence-with-world-ort-union-of-societies-for-the-promotion-of-handicrafts-and-of-industrial-and-agricultural-work-among-the-jews-geneva/download?token=e3b83e837f8ae49e599bcf5b86b649376e9900d9d81fa2f78e8bc088b823228d,,,,
NGO,,1958,ORT,World ORT Union,Union mondiale ORT,,,,YB1958-59,,,,
NGO,,1964,ORT,World ORT Union,Union mondiale ORT,"1-3, rue de Varambé",,,YB1964-65,,,,
NGO,,1970,ORT,World ORT Union,Union mondiale ORT,"1-3, rue de Varambé",,,YB1970-71,,,,
NGO,,1949,,World Union of Peace Organizations,Union mondiale des organisations pour la paix,Geneva,,,YB1949,,,,
NGO,,1970,,World Peace through Law Center,,"75, rue de Lyon",,,YB1970-71,,,,
NGO,,1958,,World Union of Jewish Students,,,,,YB1958-59,,,,
NGO,,1959,,World Union of Jewish Students,,"10, rue Saint Léger",,,https://archives.ungeneva.org/conferences-of-ngos-conference-des-ngo-dotes-du-statut-consultatif-qui-s-emploient-a-eliminer-les-prejuges-et-la-discrimination-2/download?token=b54290aa6318bac8faf2a7f20a9c55a2e4cd7d60fd0a861c56e8ecee24e27d84,,,,
NGO,,1950,,World Student Relief,,"13, rue Calvin",,ECOSOC consultative,https://digitallibrary.un.org/record/1639611?ln=en&v=pdf,,,,
NGO,,1947,,International Student Service,,"13, rue Calvin",,Obs. ECOSOC,https://digitallibrary.un.org/record/820318?ln=en&v=pdf,,,,
NGO,,1948,,International Student Service,,"13, rue Calvin",,,https://digitallibrary.un.org/record/820291?ln=en&v=pdf,,,,
NGO,,1950,,International Student Service,,"13, rue Calvin",,ECOSOC consultative,https://digitallibrary.un.org/record/1639611?ln=en&v=pdf,,,,
NGO,,1949,,World Student Relief,Fonds mondial de secours aux étudiants,"13, rue Calvin",,,YB1949,,,,
NGO,,1949,,World University Service,Entr'aide universitaire internationale,"13, rue Calvin",,,YB1949,,,,
NGO,,1951,,World University Service,Entr'aide universitaire internationale,"13, rue Calvin",,,https://archives.ungeneva.org/correspondence-with-world-university-service-formerly-international-student-service-geneva/download?token=25cdb7365741e7f9fea26d09c3951316c354c13cd6e453ec8b31ee867eb7eaf8,,,,
NGO,,1953,,World University Service,Entr'aide universitaire mondiale,"13, rue Calvin",,,https://archives.ungeneva.org/correspondence-with-world-university-service-formerly-international-student-service-geneva/download?token=25cdb7365741e7f9fea26d09c3951316c354c13cd6e453ec8b31ee867eb7eaf9,,,,
NGO,,1954,,World University Service,Entr'aide universitaire mondiale,"13, rue Calvin",,former International Student Service and World Student Relief,https://archives.ungeneva.org/lists-of-non-governmental-organizations/download?token=e58903d4fdb1e566ca5ebaac4a20b344b7f4c2b956d8f6102d69e88bad9e19f4,,,,
