year,filterOrgCategory,filterRegion,filterAffiliation,filterIOType,nameEN,nameFR,addressOSM,addressInfoboxDisplay,locationBuilding,city,country,representativeName,representativeGender,event,note1,note2,source1,source2,photos
1998,Permanent Representation,Southern Europe,,,Former Yugoslav Republic of Macedonia (FYROM),Ex-République Yougoslave de Macédoine,"143, Rue de Lausanne",,,Genève,Switzerland,Goce Petreski,,,,,no,,
1999,Permanent Representation,Southern Europe,,,Former Yugoslav Republic of Macedonia (FYROM),Ex-République Yougoslave de Macédoine,"143, Rue de Lausanne",,,Genève,Switzerland,Goce Petreski,,,,,no,,
2000,Permanent Representation,Southern Europe,,,Former Yugoslav Republic of Macedonia (FYROM),Ex-République Yougoslave de Macédoine,"143, Rue de Lausanne",,,Genève,Switzerland,Goce Petreski,,,,,B2000_april,,
1948,Permanent Representation,Western Europe,,,France,France,"8-14, Avenue de la Paix",,Palais des Nations,Genève,Switzerland,Bernard Toussaint,,,Bureaux 339 and 341,,,,
1951,Permanent Representation,Western Europe,,,France,France,Chemin de l'Impératrice,,"Villa ""La Pelouse""",Genève,Switzerland,Bernard Toussaint,,,Permanent Mission,,UN Archives,,
1952,Permanent Representation,Western Europe,,,France,France,Chemin de l'Impératrice,,"Villa ""La Pelouse""",Genève,Switzerland,Bernard Toussaint,,,Permanent Mission,,UN Archives,,
1953,Permanent Representation,Western Europe,,,France,France,Chemin de l'Impératrice,,"Villa ""La Pelouse""",Genève,Switzerland,Bernard Toussaint,,,Permanent Mission,,UN Archives,,
1954,Permanent Representation,Western Europe,,,France,France,Chemin de l'Impératrice,,"Villa ""La Pelouse""",Genève,Switzerland,Bernard Toussaint,,,Permanent Mission,,UN Archives,,
1955,Permanent Representation,Western Europe,,,France,France,Chemin de l'Impératrice,,"Villa ""La Pelouse""",Genève,Switzerland,Emile de Curton,,representativeChange,,,B1955,,
1956,Permanent Representation,Western Europe,,,France,France,Chemin de l'Impératrice,,"Villa ""La Pelouse""",Genève,Switzerland,Emile de Curton,,,,,B1956_jun,,
1957,Permanent Representation,Western Europe,,,France,France,Chemin de l'Impératrice,,"Villa ""La Pelouse""",Genève,Switzerland,Emile de Curton,,,,,B1957_June_Dec,,
1958,Permanent Representation,Western Europe,,,France,France,Chemin de l'Impératrice,,"Villa ""La Pelouse""",Genève,Switzerland,Emile de Curton,,,,,B1958_June_Dec,,
1959,Permanent Representation,Western Europe,,,France,France,Chemin de l'Impératrice,,"Villa ""La Pelouse""",Genève,Switzerland,Emile de Curton,,,,,B1959_June_Dec,,
1960,Permanent Representation,Western Europe,,,France,France,Chemin de l'Impératrice,,"Villa ""La Pelouse""",Genève,Switzerland,Georges Cattand,,representativeChange,Appointed September,,B1960_June_Dec,,
1961,Permanent Representation,Western Europe,,,France,France,Chemin de l'Impératrice,,"Villa ""La Pelouse""",Genève,Switzerland,Georges Cattand,,,,,B1961_June_Dec,,
1962,Permanent Representation,Western Europe,,,France,France,Chemin de l'Impératrice,,"Villa ""La Pelouse""",Genève,Switzerland,Georges Cattand,,,,,B1962_Jun_Dec,,
1963,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Bernard de Chalvron,,addressChange,"Bureau technique délégué auprès GATT (becomes Permament Delegation), 72, rue de Lausanne",,B1963_Jun_Dec,,
1963,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Bernard de Chalvron,,representativeChange,"Bureau technique délégué auprès GATT (becomes Permament Delegation), 72, rue de Lausanne",,B1963_Jun_Dec,,
1964,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Bernard de Chalvron,,,"Bureau technique délégué auprès GATT (becomes Permament Delegation), 72, rue de Lausanne",,B1964_Jun_Dec,,
1965,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Bernard de Chalvron,,,"Bureau technique délégué auprès GATT (becomes Permament Delegation), 72, rue de Lausanne",,B1965_Jun_Dec,,
1966,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Bernard de Chalvron,,,"Bureau technique délégué auprès GATT (becomes Permament Delegation), 72, rue de Lausanne",,B1966_Jun_Dec,,
1967,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Bernard de Chalvron,,,"Bureau technique délégué auprès GATT (becomes Permament Delegation), 72, rue de Lausanne",,B1967_June_Dec,,
1968,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Bernard de Chalvron,,,"Bureau technique délégué auprès GATT (becomes Permament Delegation), 72, rue de Lausanne",,B1968_June_Dec,,
1969,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Bernard de Chalvron,,,"Bureau technique délégué auprès GATT (becomes Permament Delegation), 72, rue de Lausanne",,B1969_Oct_Jan1970_(Dec missing),,
1970,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Jean Fernand-Laurent,,representativeChange,,,B1970_July_1971_Jan_1972_Apr,,
1971,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Jean Fernand-Laurent,,,,,B1972_April_1972_Oct_1973_July_1974_jan/july,,
1972,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Jean Fernand-Laurent,,,,,B1972_April_1972_Oct_1973_July_1974_jan/july,,
1973,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Jean Fernand-Laurent,,,,,B1972_April_1972_Oct_1973_July_1974_jan/july,,
1974,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Jean Fernand-Laurent,,,,,B1972_April_1972_Oct_1973_July_1974_jan/july,,
1975,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Jean Fernand-Laurent,,,,,no,,
1976,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Jean Fernand-Laurent,,,,,no,,
1977,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Stéphane Hessel,,representativeChange,Appointed June,,no,,
1978,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Stéphane Hessel,,,,,no,,
1979,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Stéphane Hessel,,,,,B1979_june,,
1980,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Stéphane Hessel,,,,,B1980_jan,,
1981,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Robert de Souza,,representativeChange,Appointed December,,no,,
1982,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Robert de Souza,,,,,no,,
1983,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Robert de Souza,,,,,no,,
1984,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Robert de Souza,,,,,no,,
1985,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Yves Pagniez,,representativeChange,,,B1985_jan,,
1986,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Xavier du Cauze de Nazelle,,representativeChange,Appointed June,,no,,
1987,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Xavier du Cauze de Nazelle,,,,,B1987_jan,,
1988,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Jean-David Levitte,,representativeChange,Appointed May,,no,,
1989,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Jean-David Levitte,,,,,no,,
1990,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Jean-David Levitte,,,,,B1990_mar,,
1991,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Bernard Miyet,,representativeChange,Appointed February,,no,,
1992,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Bernard Miyet,,,,,no,,
1993,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Michel de Bonnecorse,,representativeChange,Appointed September,,B1993_april,,
1994,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Michel de Bonnecorse,,,,,no,,
1995,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Daniel Bernard,,representativeChange,Appointed October,,B1995_april,,
1996,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Daniel Bernard,,,,,no,,
1997,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Daniel Bernard,,,,,B1997_april,,
1998,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Philippe Petit,,representativeChange,Appointed September,,no,,
1999,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Philippe Petit,,,,,no,,
2000,Permanent Representation,Western Europe,,,France,France,"36, Route de Pregny",,"Villa ""Les Ormeaux""",Genève,Switzerland,Philippe Petit,,,,,B2000_april,,
1968,Permanent Representation,Middle Africa,,,Gabon,Gabon,"33, Rue Daubin",,,Genève,Switzerland,vacant,,,,,B1968_June_Dec,,
1969,Permanent Representation,Middle Africa,,,Gabon,Gabon,"8, Rue Charles-Humbert",,,Genève,Switzerland,Marc Nan-Nguema,,addressChange,,,B1969_Oct_Jan1970_(Dec missing),,
1969,Permanent Representation,Middle Africa,,,Gabon,Gabon,"8, Rue Charles-Humbert",,,Genève,Switzerland,Marc Nan-Nguema,,representativeChange,Appointed March,,B1969_Oct_Jan1970_(Dec missing),,
1970,Permanent Representation,Middle Africa,,,Gabon,Gabon,"25, Chemin François-Lehmann",,,Genève,Switzerland,Jean Engone,,addressChange,,,B1970_July_1971_Jan_1972_Apr,,
1970,Permanent Representation,Middle Africa,,,Gabon,Gabon,"25, Chemin François-Lehmann",,,Genève,Switzerland,Jean Engone,,representativeChange,Appointed December,,B1970_July_1971_Jan_1972_Apr,,
1971,Permanent Representation,Middle Africa,,,Gabon,Gabon,"25, Chemin François-Lehmann",,,Genève,Switzerland,Jean Engone,,,,,B1970_July_1971_Jan_1972_Apr,,
1972,Permanent Representation,Middle Africa,,,Gabon,Gabon,"25, Chemin François-Lehmann",,,Genève,Switzerland,Jean Engone,,,,,B1972_April_1972_Oct_1973_July_1974_jan/july,,
1973,Permanent Representation,Middle Africa,,,Gabon,Gabon,"25, Chemin François-Lehmann",,,Genève,Switzerland,Jean Engone,,,,,B1972_April_1972_Oct_1973_July_1974_jan/july,,
1974,Permanent Representation,Middle Africa,,,Gabon,Gabon,"25, Chemin François-Lehmann",,,Genève,Switzerland,Léon N'Dong,,representativeChange,Appointed August,,B1972_April_1972_Oct_1973_July_1974_jan/july,,
1975,Permanent Representation,Middle Africa,,,Gabon,Gabon,"25, Chemin François-Lehmann",,,Genève,Switzerland,Léon N'Dong,,,,,B1975_jan,,
1976,Permanent Representation,Middle Africa,,,Gabon,Gabon,"25, Chemin François-Lehmann",,,Genève,Switzerland,Martin Nzeu-Nkoghe,,representativeChange,Appointed December,,AG1976,,
1977,Permanent Representation,Middle Africa,,,Gabon,Gabon,"7, Rue Pestalozzi",,,Genève,Switzerland,Martin Nzeu-Nkoghe,,addressChange,,,AG1977,,
1978,Permanent Representation,Middle Africa,,,Gabon,Gabon,"7, Rue Pestalozzi",,,Genève,Switzerland,Martin Nzeu-Nkoghe,,,,,,,
1979,Permanent Representation,Middle Africa,,,Gabon,Gabon,"7, Rue Pestalozzi",,,Genève,Switzerland,Martin Nzeu-Nkoghe,,,,,B1979_jun,,
1980,Permanent Representation,Middle Africa,,,Gabon,Gabon,"7, Rue Pestalozzi",,,Genève,Switzerland,André Mangongo-Nzambi,,representativeChange,,,,,
1981,Permanent Representation,Middle Africa,,,Gabon,Gabon,"7, Rue Pestalozzi",,,Genève,Switzerland,André Mangongo-Nzambi,,,,,,,
1982,Permanent Representation,Middle Africa,,,Gabon,Gabon,"7, Rue Pestalozzi",,,Genève,Switzerland,André Mangongo-Nzambi,,,,,,,
1983,Permanent Representation,Middle Africa,,,Gabon,Gabon,"7, Rue Pestalozzi",,,Genève,Switzerland,Jean-Robert Odzaga,,representativeChange,,,B1983_jan,,
1984,Permanent Representation,Middle Africa,,,Gabon,Gabon,"7, Rue Pestalozzi",,,Genève,Switzerland,Jean-Robert Odzaga,,,,,B1984_jan,,
1985,Permanent Representation,Middle Africa,,,Gabon,Gabon,"80, Avenue Louis-Casaï",,,Genève,Switzerland,Jean-Robert Odzaga,,addressChange,,,B1985_jan,,
1986,Permanent Representation,Middle Africa,,,Gabon,Gabon,"80, Avenue Louis-Casaï",,,Genève,Switzerland,Jean-Christophe Ngouby-Mbouga,,representativeChange,Appointed October,,no,,
1987,Permanent Representation,Middle Africa,,,Gabon,Gabon,"80, Avenue Louis-Casaï",,,Genève,Switzerland,Jean-Christophe Ngouby-Mbouga,,,,,no,,
1988,Permanent Representation,Middle Africa,,,Gabon,Gabon,"80, Avenue Louis-Casaï",,,Genève,Switzerland,Léon Lekounda-Boumy,,representativeChange,Appointed October,,no,,
1989,Permanent Representation,Middle Africa,,,Gabon,Gabon,"56, Rue de Lausanne",,,Genève,Switzerland,Léon Lekounda-Boumy,,addressChange,,,no,,
1990,Permanent Representation,Middle Africa,,,Gabon,Gabon,"56, Rue de Lausanne",,,Genève,Switzerland,Léon Lekounda-Boumy,,,,,B1990_mar,,
1991,Permanent Representation,Middle Africa,,,Gabon,Gabon,"13, Avenue De-Budé",,,Genève,Switzerland,Roger Tchibota-Souamy,,addressChange,Appointed February,,B1991_june,,
1991,Permanent Representation,Middle Africa,,,Gabon,Gabon,"13, Avenue De-Budé",,,Genève,Switzerland,Roger Tchibota-Souamy,,representativeChange,Appointed February,,B1991_june,,
1992,Permanent Representation,Middle Africa,,,Gabon,Gabon,"13, Avenue De-Budé",,,Genève,Switzerland,Roger Tchibota-Souamy,,,,,B1992_april,,
1993,Permanent Representation,Middle Africa,,,Gabon,Gabon,"7bis, Rue Henri-Veyrassat",,,Genève,Switzerland,Roger Tchibota-Souamy,,addressChange,,,B1993_april,,
1994,Permanent Representation,Middle Africa,,,Gabon,Gabon,"7bis, Rue Henri-Veyrassat",,,Genève,Switzerland,Emmanuel Mba Allo,,representativeChange,Appointed December,,no,,
1995,Permanent Representation,Middle Africa,,,Gabon,Gabon,"7bis, Rue Henri-Veyrassat",,,Genève,Switzerland,Emmanuel Mba Allo,,,,,B1995_april,,
1996,Permanent Representation,Middle Africa,,,Gabon,Gabon,"7bis, Rue Henri-Veyrassat",,,Genève,Switzerland,Emmanuel Mba Allo,,,,,no,,
1997,Permanent Representation,Middle Africa,,,Gabon,Gabon,"7bis, Rue Henri-Veyrassat",,,Genève,Switzerland,Emmanuel Mba Allo,,,,,B1997_april,,
1998,Permanent Representation,Middle Africa,,,Gabon,Gabon,"7bis, Rue Henri-Veyrassat",,,Genève,Switzerland,Mme Yolande Biké,Woman,representativeChange,Appointed July,,B1998_april,,
1999,Permanent Representation,Middle Africa,,,Gabon,Gabon,"47, Avenue Blanc",,,Genève,Switzerland,Mme Yolande Biké,Woman,addressChange,,,B1999_april,,
2000,Permanent Representation,Middle Africa,,,Gabon,Gabon,"47, Avenue Blanc",,,Genève,Switzerland,Mme Yolande Biké,Woman,,,,B2000_april,,
1991,Permanent Representation,Western Africa,,,Gambia,Gambie,"232-234, Route de Lausanne, Chambésy",,,Genève,Switzerland,Ousman A. Sallah,,,Appointed October,,no,,
1992,Permanent Representation,Western Africa,,,Gambia,Gambie,"232-234, Route de Lausanne, Chambésy",,,Genève,Switzerland,Ousman A. Sallah,,,,,B1992_april,,
